ElectionDate	OfficeCode(text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nomindated(N)/Elected(E)
2024-02-27	2	0	0	70	OTTAWA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		139			
2024-02-27	2	0	0	70	OTTAWA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		28170			
2024-02-27	2	0	0	70	OTTAWA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			473			
2024-02-27	2	0	0	70	OTTAWA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	71	PRESQUE ISLE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				45			
2024-02-27	2	0	0	71	PRESQUE ISLE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				87			
2024-02-27	2	0	0	71	PRESQUE ISLE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			1			
2024-02-27	2	0	0	71	PRESQUE ISLE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			21			
2024-02-27	2	0	0	71	PRESQUE ISLE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			16			
2024-02-27	2	0	0	71	PRESQUE ISLE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			14			
2024-02-27	2	0	0	71	PRESQUE ISLE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			4			
2024-02-27	2	0	0	71	PRESQUE ISLE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		719			
2024-02-27	2	0	0	71	PRESQUE ISLE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			549			
2024-02-27	2	0	0	71	PRESQUE ISLE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		1			
2024-02-27	2	0	0	71	PRESQUE ISLE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		1631			
2024-02-27	2	0	0	71	PRESQUE ISLE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			23			
2024-02-27	2	0	0	71	PRESQUE ISLE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	72	ROSCOMMON	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				176			
2024-02-27	2	0	0	72	ROSCOMMON	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				203			
2024-02-27	2	0	0	72	ROSCOMMON	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			5			
2024-02-27	2	0	0	72	ROSCOMMON	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			62			
2024-02-27	2	0	0	72	ROSCOMMON	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			39			
2024-02-27	2	0	0	72	ROSCOMMON	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			10			
2024-02-27	2	0	0	72	ROSCOMMON	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			12			
2024-02-27	2	0	0	72	ROSCOMMON	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		1554			
2024-02-27	2	0	0	72	ROSCOMMON	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			965			
2024-02-27	2	0	0	72	ROSCOMMON	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		7			
2024-02-27	2	0	0	72	ROSCOMMON	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		3827			
2024-02-27	2	0	0	72	ROSCOMMON	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			56			
2024-02-27	2	0	0	72	ROSCOMMON	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	73	SAGINAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				642			
2024-02-27	2	0	0	73	SAGINAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				1403			
2024-02-27	2	0	0	73	SAGINAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			20			
2024-02-27	2	0	0	73	SAGINAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			245			
2024-02-27	2	0	0	73	SAGINAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			333			
2024-02-27	2	0	0	73	SAGINAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			72			
2024-02-27	2	0	0	73	SAGINAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			66			
2024-02-27	2	0	0	73	SAGINAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		11629			
2024-02-27	2	0	0	73	SAGINAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			4565			
2024-02-27	2	0	0	73	SAGINAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		44			
2024-02-27	2	0	0	73	SAGINAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		14424			
2024-02-27	2	0	0	73	SAGINAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			411			
2024-02-27	2	0	0	73	SAGINAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	74	ST CLAIR	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				637			
2024-02-27	2	0	0	74	ST CLAIR	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				1034			
2024-02-27	2	0	0	74	ST CLAIR	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			22			
2024-02-27	2	0	0	74	ST CLAIR	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			238			
2024-02-27	2	0	0	74	ST CLAIR	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			305			
2024-02-27	2	0	0	74	ST CLAIR	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			76			
2024-02-27	2	0	0	74	ST CLAIR	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			78			
2024-02-27	2	0	0	74	ST CLAIR	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		7216			
2024-02-27	2	0	0	74	ST CLAIR	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			4446			
2024-02-27	2	0	0	74	ST CLAIR	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		47			
2024-02-27	2	0	0	74	ST CLAIR	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		18583			
2024-02-27	2	0	0	74	ST CLAIR	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			282			
2024-02-27	2	0	0	74	ST CLAIR	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	75	ST JOSEPH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				185			
2024-02-27	2	0	0	75	ST JOSEPH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				239			
2024-02-27	2	0	0	75	ST JOSEPH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			6			
2024-02-27	2	0	0	75	ST JOSEPH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			77			
2024-02-27	2	0	0	75	ST JOSEPH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			68			
2024-02-27	2	0	0	75	ST JOSEPH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			26			
2024-02-27	2	0	0	75	ST JOSEPH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			23			
2024-02-27	2	0	0	75	ST JOSEPH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		1678			
2024-02-27	2	0	0	75	ST JOSEPH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			1637			
2024-02-27	2	0	0	75	ST JOSEPH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		10			
2024-02-27	2	0	0	75	ST JOSEPH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		4994			
2024-02-27	2	0	0	75	ST JOSEPH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			52			
2024-02-27	2	0	0	75	ST JOSEPH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	76	SANILAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				208			
2024-02-27	2	0	0	76	SANILAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				205			
2024-02-27	2	0	0	76	SANILAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			5			
2024-02-27	2	0	0	76	SANILAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			65			
2024-02-27	2	0	0	76	SANILAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			49			
2024-02-27	2	0	0	76	SANILAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			18			
2024-02-27	2	0	0	76	SANILAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			14			
2024-02-27	2	0	0	76	SANILAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		1387			
2024-02-27	2	0	0	76	SANILAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			1244			
2024-02-27	2	0	0	76	SANILAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		9			
2024-02-27	2	0	0	76	SANILAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		5405			
2024-02-27	2	0	0	76	SANILAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			70			
2024-02-27	2	0	0	76	SANILAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				11	Y		
2024-02-27	2	0	0	77	SCHOOLCRAFT	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				23			
2024-02-27	2	0	0	77	SCHOOLCRAFT	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				68			
2024-02-27	2	0	0	77	SCHOOLCRAFT	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			1			
2024-02-27	2	0	0	77	SCHOOLCRAFT	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			5			
2024-02-27	2	0	0	77	SCHOOLCRAFT	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			17			
2024-02-27	2	0	0	77	SCHOOLCRAFT	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			9			
2024-02-27	2	0	0	77	SCHOOLCRAFT	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			4			
2024-02-27	2	0	0	77	SCHOOLCRAFT	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		455			
2024-02-27	2	0	0	77	SCHOOLCRAFT	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			219			
2024-02-27	2	0	0	77	SCHOOLCRAFT	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		7			
2024-02-27	2	0	0	77	SCHOOLCRAFT	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		967			
2024-02-27	2	0	0	77	SCHOOLCRAFT	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			17			
2024-02-27	2	0	0	77	SCHOOLCRAFT	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	78	SHIAWASSEE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				269			
2024-02-27	2	0	0	78	SHIAWASSEE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				505			
2024-02-27	2	0	0	78	SHIAWASSEE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			13			
2024-02-27	2	0	0	78	SHIAWASSEE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			151			
2024-02-27	2	0	0	78	SHIAWASSEE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			127			
2024-02-27	2	0	0	78	SHIAWASSEE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			39			
2024-02-27	2	0	0	78	SHIAWASSEE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			37			
2024-02-27	2	0	0	78	SHIAWASSEE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		3743			
2024-02-27	2	0	0	78	SHIAWASSEE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			1977			
2024-02-27	2	0	0	78	SHIAWASSEE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		26			
2024-02-27	2	0	0	78	SHIAWASSEE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		6888			
2024-02-27	2	0	0	78	SHIAWASSEE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			161			
2024-02-27	2	0	0	78	SHIAWASSEE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	79	TUSCOLA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				244			
2024-02-27	2	0	0	79	TUSCOLA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				322			
2024-02-27	2	0	0	79	TUSCOLA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			8			
2024-02-27	2	0	0	79	TUSCOLA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			100			
2024-02-27	2	0	0	79	TUSCOLA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			72			
2024-02-27	2	0	0	79	TUSCOLA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			29			
2024-02-27	2	0	0	79	TUSCOLA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			25			
2024-02-27	2	0	0	79	TUSCOLA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		2158			
2024-02-27	2	0	0	79	TUSCOLA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			1460			
2024-02-27	2	0	0	79	TUSCOLA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		25			
2024-02-27	2	0	0	79	TUSCOLA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		6604			
2024-02-27	2	0	0	79	TUSCOLA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			78			
2024-02-27	2	0	0	79	TUSCOLA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	80	VAN BUREN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				224			
2024-02-27	2	0	0	80	VAN BUREN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				470			
2024-02-27	2	0	0	80	VAN BUREN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			8			
2024-02-27	2	0	0	80	VAN BUREN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			96			
2024-02-27	2	0	0	80	VAN BUREN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			116			
2024-02-27	2	0	0	80	VAN BUREN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			39			
2024-02-27	2	0	0	80	VAN BUREN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			31			
2024-02-27	2	0	0	80	VAN BUREN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		3450			
2024-02-27	2	0	0	80	VAN BUREN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			2274			
2024-02-27	2	0	0	80	VAN BUREN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		20			
2024-02-27	2	0	0	80	VAN BUREN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		5764			
2024-02-27	2	0	0	80	VAN BUREN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			132			
2024-02-27	2	0	0	80	VAN BUREN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	81	WASHTENAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				779			
2024-02-27	2	0	0	81	WASHTENAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				8270			
2024-02-27	2	0	0	81	WASHTENAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			39			
2024-02-27	2	0	0	81	WASHTENAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			371			
2024-02-27	2	0	0	81	WASHTENAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			1132			
2024-02-27	2	0	0	81	WASHTENAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			217			
2024-02-27	2	0	0	81	WASHTENAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			114			
2024-02-27	2	0	0	81	WASHTENAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		37474			
2024-02-27	2	0	0	81	WASHTENAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			13105			
2024-02-27	2	0	0	81	WASHTENAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		63			
2024-02-27	2	0	0	81	WASHTENAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		14781			
2024-02-27	2	0	0	81	WASHTENAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			1167			
2024-02-27	2	0	0	81	WASHTENAW	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	82	WAYNE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				4299			
2024-02-27	2	0	0	82	WAYNE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				26458			
2024-02-27	2	0	0	82	WAYNE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			96			
2024-02-27	2	0	0	82	WAYNE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			1028			
2024-02-27	2	0	0	82	WAYNE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			3483			
2024-02-27	2	0	0	82	WAYNE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			456			
